action_lag_1,action_lag_2,action_lag_3,action_lag_5,bayes_a,bayes_b,bayes_best,bayes_gap,continue,cost_pressure,cumulative_progress,cumulative_score,disengagement_evidence,episode_id,estimated_continue_value,estimated_outside_value,failure_streak,log_round,mapping_id,normalized_time,oracle_continue_value,oracle_outside_value,oracle_p_a,oracle_p_b,oracle_relative_value,oracle_termination_advantage,outcome_after_choice,outcome_lag_1,outcome_lag_2,outcome_lag_3,outcome_lag_5,p_continue,p_disengage,pair_id,persistence_logit,previous_choice,previous_outcome,progress_evidence,relative_value,round,rw_a,rw_b,rw_best,rw_gap,second_previous_choice,semantic_choice,split,state_id,success_streak,task,task_bandit,task_foraging,task_solvability,termination_advantage
1.0,1.0,1.0,1.0,1.475609756097561,0.5,1.475609756097561,0.975609756097561,1,0.0,123.0,123.0,-1.475609756097561,seed-12318-pa-0.65-pb-0.50,1.475609756097561,0.0,1.0,4.465908118654584,bandit_abc,0.9885057471264368,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,-2.0,3.0,3.0,3.0,0.9981368944690363,0.0018631055309636,seed-12318-pa-0.65-pb-0.50,6.28364569998304,1.0,-2.0,-2.0,1.475609756097561,86,0.17249793582591755,0.9296875,0.9296875,0.7571895641740825,1.0,A,train,seed-12318-pa-0.65-pb-0.50:86,0.0,bandit,1.0,0.0,0.0,1.475609756097561
1.0,1.0,1.0,1.0,1.4337349397590362,0.5,1.4337349397590362,0.9337349397590362,1,0.0,121.0,121.0,-1.4337349397590362,seed-12318-pa-0.65-pb-0.50,1.4337349397590362,0.0,2.0,4.477336814478207,bandit_abc,0.9886363636363636,1.25,0.0,0.65,0.5,1.25,1.25,3.0,-2.0,-2.0,3.0,-2.0,0.9951620440638983,0.004837955936101602,seed-12318-pa-0.65-pb-0.50,5.326413277982752,1.0,-2.0,-2.0,1.4337349397590362,87,-0.9137510320870412,0.9296875,0.9296875,1.8434385320870412,1.0,A,train,seed-12318-pa-0.65-pb-0.50:87,0.0,bandit,1.0,0.0,0.0,1.4337349397590362
1.0,1.0,1.0,1.0,1.4523809523809526,0.5,1.4523809523809526,0.9523809523809526,1,0.0,124.0,124.0,-1.4523809523809526,seed-12318-pa-0.65-pb-0.50,1.4523809523809526,0.0,0.0,4.48863636973214,bandit_abc,0.9887640449438202,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,3.0,-2.0,-2.0,3.0,0.9989790984483187,0.0010209015516814773,seed-12318-pa-0.65-pb-0.50,6.886047744848593,1.0,3.0,3.0,1.4523809523809526,88,1.0431244839564793,0.9296875,1.0431244839564793,0.11343698395647928,1.0,A,train,seed-12318-pa-0.65-pb-0.50:88,1.0,bandit,1.0,0.0,0.0,1.4523809523809526
1.0,1.0,1.0,1.0,1.4117647058823528,0.5,1.4117647058823528,0.9117647058823528,1,0.0,122.0,122.0,-1.4117647058823528,seed-12318-pa-0.65-pb-0.50,1.4117647058823528,0.0,1.0,4.499809670330265,bandit_abc,0.9888888888888889,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,-2.0,3.0,-2.0,3.0,0.9979205855327418,0.002079414467258226,seed-12318-pa-0.65-pb-0.50,6.17358735157374,1.0,-2.0,-2.0,1.4117647058823528,89,-0.47843775802176025,0.9296875,0.9296875,1.4081252580217603,1.0,A,train,seed-12318-pa-0.65-pb-0.50:89,0.0,bandit,1.0,0.0,0.0,1.4117647058823528
1.0,1.0,1.0,1.0,1.3720930232558142,0.5,1.3720930232558142,0.8720930232558142,1,0.0,120.0,120.0,-1.3720930232558142,seed-12318-pa-0.65-pb-0.50,1.3720930232558142,0.0,2.0,4.51085950651685,bandit_abc,0.989010989010989,1.25,0.0,0.65,0.5,1.25,1.25,3.0,-2.0,-2.0,3.0,-2.0,0.9955311714758334,0.004468828524166553,seed-12318-pa-0.65-pb-0.50,5.406150136248314,1.0,-2.0,-2.0,1.3720930232558142,90,-1.2392188790108802,0.9296875,0.9296875,2.1689063790108802,1.0,A,train,seed-12318-pa-0.65-pb-0.50:90,0.0,bandit,1.0,0.0,0.0,1.3720930232558142
1.0,1.0,1.0,1.0,1.3908045977011496,0.5,1.3908045977011496,0.8908045977011496,1,0.0,123.0,123.0,-1.3908045977011496,seed-12318-pa-0.65-pb-0.50,1.3908045977011496,0.0,0.0,4.5217885770490405,bandit_abc,0.9891304347826086,1.25,0.0,0.65,0.5,1.25,1.25,3.0,3.0,-2.0,-2.0,-2.0,0.998845011885922,0.0011549881140778125,seed-12318-pa-0.65-pb-0.50,6.762509570276173,1.0,3.0,3.0,1.3908045977011496,91,0.8803905604945599,0.9296875,0.9296875,0.04929693950544012,1.0,A,train,seed-12318-pa-0.65-pb-0.50:91,1.0,bandit,1.0,0.0,0.0,1.3908045977011496
1.0,1.0,1.0,1.0,1.4090909090909092,0.5,1.4090909090909092,0.9090909090909092,1,0.0,126.0,126.0,-1.4090909090909092,seed-12318-pa-0.65-pb-0.50,1.4090909090909092,0.0,0.0,4.532599493153256,bandit_abc,0.989247311827957,1.25,0.0,0.65,0.5,1.25,1.25,3.0,3.0,3.0,-2.0,3.0,0.9988469183257598,0.0011530816742401566,seed-12318-pa-0.65-pb-0.50,6.764163456931506,1.0,3.0,3.0,1.4090909090909092,92,1.94019528024728,0.9296875,1.94019528024728,1.01050778024728,1.0,A,train,seed-12318-pa-0.65-pb-0.50:92,2.0,bandit,1.0,0.0,0.0,1.4090909090909092
1.0,1.0,1.0,1.0,1.4269662921348316,0.5,1.4269662921348316,0.9269662921348316,1,0.0,129.0,129.0,-1.4269662921348316,seed-12318-pa-0.65-pb-0.50,1.4269662921348316,0.0,0.0,4.543294782270004,bandit_abc,0.9893617021276596,1.25,0.0,0.65,0.5,1.25,1.25,3.0,3.0,3.0,3.0,-2.0,0.9988418307478052,0.0011581692521947396,seed-12318-pa-0.65-pb-0.50,6.759755911000223,1.0,3.0,3.0,1.4269662921348316,93,2.47009764012364,0.9296875,2.47009764012364,1.5404101401236399,1.0,A,train,seed-12318-pa-0.65-pb-0.50:93,3.0,bandit,1.0,0.0,0.0,1.4269662921348316
1.0,1.0,1.0,1.0,1.4444444444444446,0.5,1.4444444444444446,0.9444444444444446,1,0.0,132.0,132.0,-1.4444444444444446,seed-12318-pa-0.65-pb-0.50,1.4444444444444446,0.0,0.0,4.553876891600541,bandit_abc,0.9894736842105263,1.25,0.0,0.65,0.5,1.25,1.25,3.0,3.0,3.0,3.0,-2.0,0.9988405095608055,0.0011594904391945755,seed-12318-pa-0.65-pb-0.50,6.758614483762177,1.0,3.0,3.0,1.4444444444444446,94,2.73504882006182,0.9296875,2.73504882006182,1.8053613200618202,1.0,A,train,seed-12318-pa-0.65-pb-0.50:94,4.0,bandit,1.0,0.0,0.0,1.4444444444444446
1.0,1.0,1.0,1.0,1.4615384615384617,0.5,1.4615384615384617,0.9615384615384617,1,0.0,135.0,135.0,-1.4615384615384617,seed-12318-pa-0.65-pb-0.50,1.4615384615384617,0.0,0.0,4.564348191467836,bandit_abc,0.9895833333333334,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,3.0,3.0,3.0,3.0,0.9983179318974434,0.0016820681025567794,seed-12318-pa-0.65-pb-0.50,6.386047744848593,1.0,3.0,3.0,1.4615384615384617,95,2.86752441003091,0.9296875,2.86752441003091,1.93783691003091,1.0,A,train,seed-12318-pa-0.65-pb-0.50:95,5.0,bandit,1.0,0.0,0.0,1.4615384615384617
1.0,1.0,1.0,1.0,1.4239130434782608,0.5,1.4239130434782608,0.9239130434782608,1,0.0,133.0,133.0,-1.4239130434782608,seed-12318-pa-0.65-pb-0.50,1.4239130434782608,0.0,1.0,4.574710978503383,bandit_abc,0.9896907216494846,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,-2.0,3.0,3.0,3.0,0.9985226608597848,0.0014773391402151006,seed-12318-pa-0.65-pb-0.50,6.516034256080317,1.0,-2.0,-2.0,1.4239130434782608,96,0.43376220501545504,0.9296875,0.9296875,0.49592529498454496,1.0,A,train,seed-12318-pa-0.65-pb-0.50:96,0.0,bandit,1.0,0.0,0.0,1.4239130434782608
1.0,1.0,1.0,1.0,1.3870967741935485,0.5,1.3870967741935485,0.8870967741935485,1,0.0,131.0,131.0,-1.3870967741935485,seed-12318-pa-0.65-pb-0.50,1.3870967741935485,0.0,2.0,4.584967478670572,bandit_abc,0.9897959183673469,1.25,0.0,0.65,0.5,1.25,1.25,3.0,-2.0,-2.0,3.0,3.0,0.996070180222313,0.003929819777687106,seed-12318-pa-0.65-pb-0.50,5.535224150438086,1.0,-2.0,-2.0,1.3870967741935485,97,-0.7831188974922725,0.9296875,0.9296875,1.7128063974922725,1.0,A,train,seed-12318-pa-0.65-pb-0.50:97,0.0,bandit,1.0,0.0,0.0,1.3870967741935485
1.0,1.0,1.0,1.0,1.4042553191489362,0.5,1.4042553191489362,0.9042553191489362,1,0.0,134.0,134.0,-1.4042553191489362,seed-12318-pa-0.65-pb-0.50,1.4042553191489362,0.0,0.0,4.59511985013459,bandit_abc,0.98989898989899,1.25,0.0,0.65,0.5,1.25,1.25,-2.0,3.0,-2.0,-2.0,3.0,0.9988433242146096,0.0011566757853904272,seed-12318-pa-0.65-pb-0.50,6.761047744848593,1.0,3.0,3.0,1.4042553191489362,98,1.1084405512538638,0.9296875,1.1084405512538638,0.17875305125386376,1.0,A,train,seed-12318-pa-0.65-pb-0.50:98,1.0,bandit,1.0,0.0,0.0,1.4042553191489362
1.0,1.0,1.0,1.0,1.3684210526315788,0.5,1.3684210526315788,0.8684210526315788,1,0.0,132.0,132.0,-1.3684210526315788,seed-12318-pa-0.65-pb-0.50,1.3684210526315788,0.0,1.0,4.605170185988092,bandit_abc,0.99,1.25,0.0,0.65,0.5,1.25,1.25,3.0,-2.0,3.0,-2.0,3.0,0.9978893484382177,0.0021106515617821437,seed-12318-pa-0.65-pb-0.50,6.15864569998304,1.0,-2.0,-2.0,1.3684210526315788,99,-0.4457797243730681,0.9296875,0.9296875,1.3754672243730681,1.0,A,train,seed-12318-pa-0.65-pb-0.50:99,0.0,bandit,1.0,0.0,0.0,1.3684210526315788
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,0.0,0.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,0.0,0.0,bandit_abc,0.0,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,0.0,0.0,0.0,0.0,0.9852824796136144,0.014717520386385642,seed-12319-pa-0.20-pb-0.35,4.203889734292549,0.0,0.0,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,A,validation,seed-12319-pa-0.20-pb-0.35:0,0.0,bandit,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,-0.33333333333333326,0.5,0.5,0.8333333333333333,1,0.0,-2.0,-2.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,1.0,0.6931471805599453,bandit_abc,0.5,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,0.0,0.0,0.0,0.97914481560494,0.02085518439505994,seed-12319-pa-0.20-pb-0.35,3.8490769841801082,1.0,-2.0,-2.0,0.5,1,-0.75,0.5,0.5,1.25,0.0,A,validation,seed-12319-pa-0.20-pb-0.35:1,0.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,1.0,1.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,0.0,1.0986122886681098,bandit_abc,0.6666666666666666,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,0.0,0.0,0.9872628406419709,0.012737159358029054,seed-12319-pa-0.20-pb-0.35,4.350412651601648,1.0,3.0,3.0,0.5,2,1.125,0.5,1.125,0.625,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:2,1.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1,0.0,-1.0,-1.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,1.0,1.3862943611198906,bandit_abc,0.75,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,0.0,0.9412060576253276,0.05879394237467237,seed-12319-pa-0.20-pb-0.35,2.7731232641398407,1.0,-2.0,-2.0,0.5,3,-0.4375,0.5,0.5,0.9375,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:3,0.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,-0.33333333333333326,0.0,0.33333333333333326,1,0.0,-3.0,-3.0,-0.0,seed-12319-pa-0.20-pb-0.35,0.0,0.0,2.0,1.6094379124341003,bandit_abc,0.8,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,0.0,0.7786125182020693,0.22138748179793066,seed-12319-pa-0.20-pb-0.35,1.2575990353171704,1.0,-2.0,-2.0,0.0,4,-0.4375,-0.75,-0.4375,0.3125,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:4,0.0,bandit,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,0.0,1,0.0,-5.0,-5.0,0.33333333333333326,seed-12319-pa-0.20-pb-0.35,-0.33333333333333326,0.0,3.0,1.791759469228055,bandit_abc,0.8333333333333334,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,-2.0,0.7552717267760407,0.2447282732239593,seed-12319-pa-0.20-pb-0.35,1.1269290813453736,1.0,-2.0,-2.0,-0.33333333333333326,5,-1.21875,-0.75,-0.75,0.46875,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:5,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,1.0,-0.33333333333333326,0.5,0.5,0.8333333333333333,1,0.0,-2.0,-2.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,0.0,1.9459101490553132,bandit_abc,0.8571428571428571,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,3.0,0.9503302414141374,0.049669758585862527,seed-12319-pa-0.20-pb-0.35,2.951413277982752,1.0,3.0,3.0,0.5,6,-1.21875,1.125,1.125,2.34375,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:6,1.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,-0.5714285714285714,0.5,0.5,1.0714285714285714,1,0.0,-4.0,-4.0,-0.5,seed-12319-pa-0.20-pb-0.35,0.5,0.0,1.0,2.0794415416798357,bandit_abc,0.875,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9246728265706774,0.07532717342932264,seed-12319-pa-0.20-pb-0.35,2.5075990353171704,1.0,-2.0,-2.0,0.5,7,-1.609375,1.125,1.125,2.734375,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:7,0.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,-0.5714285714285714,0.0,0.0,0.5714285714285714,1,0.0,-6.0,-6.0,-0.0,seed-12319-pa-0.20-pb-0.35,0.0,0.0,2.0,2.1972245773362196,bandit_abc,0.8888888888888888,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,-2.0,0.8809994704069448,0.11900052959305522,seed-12319-pa-0.20-pb-0.35,2.0019290813453736,1.0,-2.0,-2.0,0.0,8,-1.609375,-0.4375,-0.4375,1.171875,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:8,0.0,bandit,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-0.75,0.0,0.0,0.75,1,0.0,-8.0,-8.0,-0.0,seed-12319-pa-0.20-pb-0.35,0.0,0.0,3.0,2.302585092994046,bandit_abc,0.9,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,-2.0,0.9249698428159412,0.07503015718405867,seed-12319-pa-0.20-pb-0.35,2.5118710061149017,1.0,-2.0,-2.0,0.0,9,-1.8046875,-0.4375,-0.4375,1.3671875,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:9,0.0,bandit,1.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-0.75,-0.33333333333333326,-0.33333333333333326,0.41666666666666674,1,0.0,-10.0,-10.0,0.33333333333333326,seed-12319-pa-0.20-pb-0.35,-0.33333333333333326,0.0,4.0,2.3978952727983707,bandit_abc,0.9090909090909091,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,3.0,0.8840290439377344,0.11597095606226564,seed-12319-pa-0.20-pb-0.35,2.031150136248314,1.0,-2.0,-2.0,-0.33333333333333326,10,-1.8046875,-1.21875,-1.21875,0.5859375,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:10,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,1.0,-0.8888888888888888,-0.33333333333333326,-0.33333333333333326,0.5555555555555556,1,0.0,-12.0,-12.0,0.33333333333333326,seed-12319-pa-0.20-pb-0.35,-0.33333333333333326,0.0,5.0,2.4849066497880004,bandit_abc,0.9166666666666666,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,-2.0,0.9497057616641542,0.05029423833584578,seed-12319-pa-0.20-pb-0.35,2.9382616875182244,1.0,-2.0,-2.0,-0.33333333333333326,11,-1.90234375,-1.21875,-1.21875,0.68359375,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:11,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,1.0,-0.5,-0.33333333333333326,-0.33333333333333326,0.16666666666666674,1,0.0,-9.0,-9.0,0.33333333333333326,seed-12319-pa-0.20-pb-0.35,-0.33333333333333326,0.0,0.0,2.5649493574615367,bandit_abc,0.9230769230769231,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,-2.0,0.970742607636242,0.029257392363758045,seed-12319-pa-0.20-pb-0.35,3.5019290813453736,1.0,3.0,3.0,-0.33333333333333326,12,0.548828125,-1.21875,0.548828125,1.767578125,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:12,1.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,1.0,-0.5,-0.5714285714285714,-0.5,0.0714285714285714,1,0.0,-11.0,-11.0,0.5,seed-12319-pa-0.20-pb-0.35,-0.5,0.0,1.0,2.6390573296152584,bandit_abc,0.9285714285714286,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9568285399353947,0.043171460064605184,seed-12319-pa-0.20-pb-0.35,3.0984445810050545,1.0,-2.0,-2.0,-0.5,13,0.548828125,-1.609375,0.548828125,2.158203125,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:13,0.0,bandit,1.0,0.0,0.0,-0.5
1.0,1.0,1.0,1.0,-0.6363636363636365,-0.5714285714285714,-0.5714285714285714,0.06493506493506507,1,0.0,-13.0,-13.0,0.5714285714285714,seed-12319-pa-0.20-pb-0.35,-0.5714285714285714,0.0,2.0,2.70805020110221,bandit_abc,0.9333333333333333,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,-2.0,0.9724351421835791,0.02756485781642101,seed-12319-pa-0.20-pb-0.35,3.5632616875182244,1.0,-2.0,-2.0,-0.5714285714285714,14,-0.7255859375,-1.609375,-0.7255859375,0.8837890625,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:14,0.0,bandit,1.0,0.0,0.0,-0.5714285714285714
1.0,1.0,1.0,1.0,-0.6363636363636365,-0.75,-0.6363636363636365,0.11363636363636354,1,0.0,-15.0,-15.0,0.6363636363636365,seed-12319-pa-0.20-pb-0.35,-0.6363636363636365,0.0,3.0,2.772588722239781,bandit_abc,0.9375,-0.25,0.0,0.2,0.35,-0.25,-0.25,3.0,-2.0,-2.0,-2.0,-2.0,0.9740913722942306,0.02590862770576936,seed-12319-pa-0.20-pb-0.35,3.6269290813453736,1.0,-2.0,-2.0,-0.6363636363636365,15,-0.7255859375,-1.8046875,-0.7255859375,1.0791015625,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:15,0.0,bandit,1.0,0.0,0.0,-0.6363636363636365
1.0,1.0,1.0,1.0,-0.33333333333333326,-0.75,-0.33333333333333326,0.41666666666666674,1,0.0,-12.0,-12.0,0.33333333333333326,seed-12319-pa-0.20-pb-0.35,-0.33333333333333326,0.0,0.0,2.833213344056216,bandit_abc,0.9411764705882353,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,3.0,-2.0,-2.0,3.0,0.9699226690133542,0.030077330986645768,seed-12319-pa-0.20-pb-0.35,3.4734445810050545,1.0,3.0,3.0,-0.33333333333333326,16,1.13720703125,-1.8046875,1.13720703125,2.94189453125,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:16,1.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,1.0,-0.46153846153846145,-0.75,-0.46153846153846145,0.28846153846153855,1,0.0,-14.0,-14.0,0.46153846153846145,seed-12319-pa-0.20-pb-0.35,-0.46153846153846145,0.0,1.0,2.8903717578961645,bandit_abc,0.9444444444444444,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,3.0,-2.0,-2.0,0.9824176897051393,0.01758231029486059,seed-12319-pa-0.20-pb-0.35,4.023123264139841,1.0,-2.0,-2.0,-0.46153846153846145,17,-0.431396484375,-1.8046875,-0.431396484375,1.373291015625,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:17,0.0,bandit,1.0,0.0,0.0,-0.46153846153846145
1.0,1.0,1.0,1.0,-0.5714285714285714,-0.75,-0.5714285714285714,0.1785714285714286,1,0.0,-16.0,-16.0,0.5714285714285714,seed-12319-pa-0.20-pb-0.35,-0.5714285714285714,0.0,2.0,2.9444389791664403,bandit_abc,0.9473684210526315,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,3.0,-2.0,0.9733790994741078,0.026620900525892187,seed-12319-pa-0.20-pb-0.35,3.5990769841801082,1.0,-2.0,-2.0,-0.5714285714285714,18,-1.2156982421875,-1.8046875,-1.2156982421875,0.5889892578125,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:18,0.0,bandit,1.0,0.0,0.0,-0.5714285714285714
1.0,1.0,1.0,1.0,-0.5714285714285714,-0.8888888888888888,-0.5714285714285714,0.31746031746031744,1,0.0,-18.0,-18.0,0.5714285714285714,seed-12319-pa-0.20-pb-0.35,-0.5714285714285714,0.0,3.0,2.995732273553991,bandit_abc,0.95,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,-2.0,0.9660538647085772,0.03394613529142275,seed-12319-pa-0.20-pb-0.35,3.3484445810050545,1.0,-2.0,-2.0,-0.5714285714285714,19,-1.2156982421875,-1.90234375,-1.2156982421875,0.6866455078125,1.0,A,validation,seed-12319-pa-0.20-pb-0.35:19,0.0,bandit,1.0,0.0,0.0,-0.5714285714285714
1.0,1.0,1.0,1.0,-0.6666666666666667,-0.8888888888888888,-0.6666666666666667,0.2222222222222221,1,0.0,-20.0,-20.0,0.6666666666666667,seed-12319-pa-0.20-pb-0.35,-0.6666666666666667,0.0,4.0,3.044522437723423,bandit_abc,0.9523809523809523,-0.25,0.0,0.2,0.35,-0.25,-0.25,-2.0,-2.0,-2.0,-2.0,3.0,0.9771926069831223,0.02280739301687775,seed-12319-pa-0.20-pb-0.35,3.7575990353171704,1.0,-2.0,-2.0,-0.6666666666666667,20,-1.60784912109375,-1.90234375,-1.60784912109375,0.29449462890625,1.0,B,validation,seed-12319-pa-0.20-pb-0.35:20,0.0,bandit,1.0,0.0,0.0,-0.6666666666666667
1.0,1.0,1.0,1.0,-0.6666666666666667,-1.0,-0.6666666666666667,0.33333333333333326,0,0.0,-22.0,-22.0,0.6666666666666667,seed-12319-pa-0.20-pb-0.35,-0.6666666666666667,0.0,5.0,3.091042453358316,bandit_abc,0.9545454545454546,-0.25,0.0,0.2,0.35,-0.25,-0.25,0.0,-2.0,-2.0,-2.0,-2.0,0.9740913722942306,0.02590862770576936,seed-12319-pa-0.20-pb-0.35,3.6269290813453736,1.0,-2.0,-2.0,-0.6666666666666667,21,-1.60784912109375,-1.951171875,-1.60784912109375,0.34332275390625,1.0,C,validation,seed-12319-pa-0.20-pb-0.35:21,0.0,bandit,1.0,0.0,0.0,-0.6666666666666667
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,0.0,0.0,-0.5,seed-12320-pa-0.20-pb-0.50,0.5,0.0,0.0,0.0,bandit_abc,0.0,0.5,0.0,0.2,0.5,0.5,0.5,-2.0,0.0,0.0,0.0,0.0,0.9852824796136144,0.014717520386385642,seed-12320-pa-0.20-pb-0.50,4.203889734292549,0.0,0.0,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,A,train,seed-12320-pa-0.20-pb-0.50:0,0.0,bandit,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,-0.33333333333333326,0.5,0.5,0.8333333333333333,1,0.0,-2.0,-2.0,-0.5,seed-12320-pa-0.20-pb-0.50,0.5,0.0,1.0,0.6931471805599453,bandit_abc,0.5,0.5,0.0,0.2,0.5,0.5,0.5,-2.0,-2.0,0.0,0.0,0.0,0.97914481560494,0.02085518439505994,seed-12320-pa-0.20-pb-0.50,3.8490769841801082,1.0,-2.0,-2.0,0.5,1,-0.75,0.5,0.5,1.25,0.0,B,train,seed-12320-pa-0.20-pb-0.50:1,0.0,bandit,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,-0.33333333333333326,-0.33333333333333326,-0.33333333333333326,0.0,1,0.0,-4.0,-4.0,0.33333333333333326,seed-12320-pa-0.20-pb-0.50,-0.33333333333333326,0.0,2.0,1.0986122886681098,bandit_abc,0.6666666666666666,0.5,0.0,0.2,0.5,0.5,0.5,-2.0,-2.0,-2.0,0.0,0.0,0.5250820918391705,0.4749179081608295,seed-12320-pa-0.20-pb-0.50,0.1004126516016477,1.0,-2.0,-2.0,-0.33333333333333326,2,-0.75,-0.75,-0.75,0.0,1.0,A,train,seed-12320-pa-0.20-pb-0.50:2,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
1.0,1.0,1.0,0.0,-0.75,-0.33333333333333326,-0.33333333333333326,0.41666666666666674,0,0.0,-6.0,-6.0,0.33333333333333326,seed-12320-pa-0.20-pb-0.50,-0.33333333333333326,0.0,3.0,1.3862943611198906,bandit_abc,0.75,0.5,0.0,0.2,0.5,0.5,0.5,0.0,-2.0,-2.0,-2.0,0.0,0.5626509930876927,0.4373490069123071,seed-12320-pa-0.20-pb-0.50,0.251928011042974,1.0,-2.0,-2.0,-0.33333333333333326,3,-1.375,-0.75,-0.75,0.625,1.0,C,train,seed-12320-pa-0.20-pb-0.50:3,0.0,bandit,1.0,0.0,0.0,-0.33333333333333326
0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1,0.0,0.0,0.0,-0.5,seed-12321-pa-0.65-pb-0.35,0.5,0.0,0.0,0.0,bandit_abc,0.0,1.25,0.0,0.65,0.35,1.25,1.25,3.0,0.0,0.0,0.0,0.0,0.9852824796136144,0.014717520386385642,seed-12321-pa-0.65-pb-0.35,4.203889734292549,0.0,0.0,0.0,0.5,0,0.5,0.5,0.5,0.0,0.0,A,train,seed-12321-pa-0.65-pb-0.35:0,0.0,bandit,1.0,0.0,0.0,0.5
