task,pair_id,condition_id,split,seed,timing_environment,reward_magnitude,opportunity_cost,quit_payoff,ratio_schedule,effort_cost,outside_option,prior_investment,remaining_steps,step_cost,success_probability,exposure_type,exposure_trials,transfer_success_probability,transfer_cost,max_transfer_attempts,base_success_probability,clue_increment,attempt_cost,solution_reward,restart_value,max_attempts
progressive_ratio,progressive_ratio-pair-0231097,progressive_ratio-c0148ad44222,validation,231097,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231098,progressive_ratio-f43c26b8715e,train,231098,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231099,progressive_ratio-b815f390962f,train,231099,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231100,progressive_ratio-6f76d875705b,train,231100,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231101,progressive_ratio-56bbd2cc4245,train,231101,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231102,progressive_ratio-0275706c6e9d,train,231102,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231103,progressive_ratio-80f034d63b85,train,231103,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231104,progressive_ratio-cdb2e64d780f,train,231104,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231105,progressive_ratio-e2766d6c1179,test,231105,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231106,progressive_ratio-8bef50830e32,train,231106,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231107,progressive_ratio-33c8d8fc58d8,validation,231107,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231108,progressive_ratio-a9ec056bc409,validation,231108,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231109,progressive_ratio-f2d2eea929a6,validation,231109,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231110,progressive_ratio-1cc84a9e481b,validation,231110,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231111,progressive_ratio-39b6e7ada0c8,train,231111,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231112,progressive_ratio-c52331f86665,train,231112,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231113,progressive_ratio-c0148ad44222,train,231113,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231114,progressive_ratio-f43c26b8715e,train,231114,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231115,progressive_ratio-b815f390962f,train,231115,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231116,progressive_ratio-6f76d875705b,train,231116,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231117,progressive_ratio-56bbd2cc4245,train,231117,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231118,progressive_ratio-0275706c6e9d,train,231118,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231119,progressive_ratio-80f034d63b85,train,231119,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231120,progressive_ratio-cdb2e64d780f,train,231120,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231121,progressive_ratio-e2766d6c1179,train,231121,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231122,progressive_ratio-8bef50830e32,train,231122,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231123,progressive_ratio-33c8d8fc58d8,validation,231123,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231124,progressive_ratio-a9ec056bc409,train,231124,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231125,progressive_ratio-f2d2eea929a6,train,231125,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231126,progressive_ratio-1cc84a9e481b,train,231126,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231127,progressive_ratio-39b6e7ada0c8,validation,231127,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231128,progressive_ratio-c52331f86665,train,231128,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231129,progressive_ratio-c0148ad44222,train,231129,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231130,progressive_ratio-f43c26b8715e,train,231130,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231131,progressive_ratio-b815f390962f,train,231131,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231132,progressive_ratio-6f76d875705b,train,231132,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231133,progressive_ratio-56bbd2cc4245,train,231133,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231134,progressive_ratio-0275706c6e9d,test,231134,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231135,progressive_ratio-80f034d63b85,train,231135,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231136,progressive_ratio-cdb2e64d780f,train,231136,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231137,progressive_ratio-e2766d6c1179,test,231137,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231138,progressive_ratio-8bef50830e32,train,231138,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231139,progressive_ratio-33c8d8fc58d8,train,231139,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231140,progressive_ratio-a9ec056bc409,validation,231140,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231141,progressive_ratio-f2d2eea929a6,train,231141,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231142,progressive_ratio-1cc84a9e481b,test,231142,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231143,progressive_ratio-39b6e7ada0c8,train,231143,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231144,progressive_ratio-c52331f86665,train,231144,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231145,progressive_ratio-c0148ad44222,validation,231145,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231146,progressive_ratio-f43c26b8715e,train,231146,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231147,progressive_ratio-b815f390962f,train,231147,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231148,progressive_ratio-6f76d875705b,train,231148,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231149,progressive_ratio-56bbd2cc4245,train,231149,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231150,progressive_ratio-0275706c6e9d,train,231150,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231151,progressive_ratio-80f034d63b85,train,231151,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231152,progressive_ratio-cdb2e64d780f,train,231152,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231153,progressive_ratio-e2766d6c1179,train,231153,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231154,progressive_ratio-8bef50830e32,train,231154,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231155,progressive_ratio-33c8d8fc58d8,test,231155,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231156,progressive_ratio-a9ec056bc409,test,231156,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231157,progressive_ratio-f2d2eea929a6,test,231157,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231158,progressive_ratio-1cc84a9e481b,train,231158,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231159,progressive_ratio-39b6e7ada0c8,train,231159,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231160,progressive_ratio-c52331f86665,train,231160,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231161,progressive_ratio-c0148ad44222,train,231161,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231162,progressive_ratio-f43c26b8715e,test,231162,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231163,progressive_ratio-b815f390962f,train,231163,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231164,progressive_ratio-6f76d875705b,validation,231164,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231165,progressive_ratio-56bbd2cc4245,train,231165,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231166,progressive_ratio-0275706c6e9d,train,231166,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231167,progressive_ratio-80f034d63b85,train,231167,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231168,progressive_ratio-cdb2e64d780f,train,231168,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231169,progressive_ratio-e2766d6c1179,train,231169,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231170,progressive_ratio-8bef50830e32,test,231170,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231171,progressive_ratio-33c8d8fc58d8,validation,231171,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231172,progressive_ratio-a9ec056bc409,train,231172,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231173,progressive_ratio-f2d2eea929a6,validation,231173,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231174,progressive_ratio-1cc84a9e481b,train,231174,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231175,progressive_ratio-39b6e7ada0c8,train,231175,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231176,progressive_ratio-c52331f86665,train,231176,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231177,progressive_ratio-c0148ad44222,train,231177,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231178,progressive_ratio-f43c26b8715e,train,231178,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231179,progressive_ratio-b815f390962f,train,231179,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231180,progressive_ratio-6f76d875705b,test,231180,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231181,progressive_ratio-56bbd2cc4245,train,231181,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231182,progressive_ratio-0275706c6e9d,train,231182,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231183,progressive_ratio-80f034d63b85,validation,231183,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231184,progressive_ratio-cdb2e64d780f,train,231184,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231185,progressive_ratio-e2766d6c1179,train,231185,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231186,progressive_ratio-8bef50830e32,validation,231186,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231187,progressive_ratio-33c8d8fc58d8,train,231187,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231188,progressive_ratio-a9ec056bc409,train,231188,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231189,progressive_ratio-f2d2eea929a6,train,231189,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231190,progressive_ratio-1cc84a9e481b,train,231190,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231191,progressive_ratio-39b6e7ada0c8,train,231191,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231192,progressive_ratio-c52331f86665,train,231192,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231193,progressive_ratio-c0148ad44222,train,231193,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231194,progressive_ratio-f43c26b8715e,train,231194,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231195,progressive_ratio-b815f390962f,validation,231195,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231196,progressive_ratio-6f76d875705b,validation,231196,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231197,progressive_ratio-56bbd2cc4245,validation,231197,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231198,progressive_ratio-0275706c6e9d,train,231198,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231199,progressive_ratio-80f034d63b85,validation,231199,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231200,progressive_ratio-cdb2e64d780f,train,231200,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231201,progressive_ratio-e2766d6c1179,test,231201,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231202,progressive_ratio-8bef50830e32,train,231202,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231203,progressive_ratio-33c8d8fc58d8,train,231203,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231204,progressive_ratio-a9ec056bc409,train,231204,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231205,progressive_ratio-f2d2eea929a6,train,231205,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231206,progressive_ratio-1cc84a9e481b,train,231206,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231207,progressive_ratio-39b6e7ada0c8,train,231207,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231208,progressive_ratio-c52331f86665,validation,231208,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231209,progressive_ratio-c0148ad44222,train,231209,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231210,progressive_ratio-f43c26b8715e,train,231210,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231211,progressive_ratio-b815f390962f,train,231211,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231212,progressive_ratio-6f76d875705b,train,231212,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231213,progressive_ratio-56bbd2cc4245,train,231213,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231214,progressive_ratio-0275706c6e9d,validation,231214,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231215,progressive_ratio-80f034d63b85,train,231215,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231216,progressive_ratio-cdb2e64d780f,test,231216,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231217,progressive_ratio-e2766d6c1179,train,231217,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231218,progressive_ratio-8bef50830e32,train,231218,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231219,progressive_ratio-33c8d8fc58d8,train,231219,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231220,progressive_ratio-a9ec056bc409,train,231220,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231221,progressive_ratio-f2d2eea929a6,validation,231221,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231222,progressive_ratio-1cc84a9e481b,validation,231222,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231223,progressive_ratio-39b6e7ada0c8,validation,231223,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231224,progressive_ratio-c52331f86665,train,231224,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231225,progressive_ratio-c0148ad44222,train,231225,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231226,progressive_ratio-f43c26b8715e,test,231226,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231227,progressive_ratio-b815f390962f,train,231227,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231228,progressive_ratio-6f76d875705b,test,231228,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231229,progressive_ratio-56bbd2cc4245,train,231229,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231230,progressive_ratio-0275706c6e9d,train,231230,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231231,progressive_ratio-80f034d63b85,validation,231231,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231232,progressive_ratio-cdb2e64d780f,train,231232,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231233,progressive_ratio-e2766d6c1179,train,231233,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231234,progressive_ratio-8bef50830e32,train,231234,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231235,progressive_ratio-33c8d8fc58d8,test,231235,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231236,progressive_ratio-a9ec056bc409,train,231236,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231237,progressive_ratio-f2d2eea929a6,train,231237,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231238,progressive_ratio-1cc84a9e481b,train,231238,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231239,progressive_ratio-39b6e7ada0c8,test,231239,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231240,progressive_ratio-c52331f86665,train,231240,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231241,progressive_ratio-c0148ad44222,train,231241,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231242,progressive_ratio-f43c26b8715e,train,231242,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231243,progressive_ratio-b815f390962f,test,231243,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231244,progressive_ratio-6f76d875705b,test,231244,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231245,progressive_ratio-56bbd2cc4245,train,231245,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231246,progressive_ratio-0275706c6e9d,validation,231246,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231247,progressive_ratio-80f034d63b85,validation,231247,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231248,progressive_ratio-cdb2e64d780f,train,231248,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231249,progressive_ratio-e2766d6c1179,validation,231249,,5.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231250,progressive_ratio-8bef50830e32,train,231250,,5.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231251,progressive_ratio-33c8d8fc58d8,train,231251,,11.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231252,progressive_ratio-a9ec056bc409,train,231252,,11.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231253,progressive_ratio-f2d2eea929a6,train,231253,,11.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231254,progressive_ratio-1cc84a9e481b,test,231254,,5.0,,,moderate_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231255,progressive_ratio-39b6e7ada0c8,train,231255,,5.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231256,progressive_ratio-c52331f86665,train,231256,,11.0,,,moderate_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231257,progressive_ratio-c0148ad44222,train,231257,,11.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231258,progressive_ratio-f43c26b8715e,train,231258,,5.0,,,moderate_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231259,progressive_ratio-b815f390962f,train,231259,,11.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231260,progressive_ratio-6f76d875705b,validation,231260,,5.0,,,moderate_repair,2.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231261,progressive_ratio-56bbd2cc4245,validation,231261,,11.0,,,sharp_repair,6.0,2.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231262,progressive_ratio-0275706c6e9d,train,231262,,5.0,,,sharp_repair,2.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231263,progressive_ratio-80f034d63b85,train,231263,,11.0,,,sharp_repair,6.0,8.0,,,,,,,,,,,,,,,
progressive_ratio,progressive_ratio-pair-0231264,progressive_ratio-cdb2e64d780f,train,231264,,5.0,,,sharp_repair,2.0,2.0,,,,,,,,,,,,,,,
